"Month","Date","Datetime","Settlement_Period","Demand_Forecast","Demand_Outturn","TRIAD_Avoidance_Estimate","TRIAD_Avoidance_Corrected_Demand_Outturn","APE","Absolute_Error","Publish_Datetime"
"Apr",2021-04-01,"2021-04-01T11:30:00Z",23,28049,28977,0,28977,3.2,928,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T12:00:00Z",24,27328,28856,0,28856,5.3,1528,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T12:30:00Z",25,26851,28897,0,28897,7.1,2046,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T13:00:00Z",26,26126,28513,0,28513,8.4,2387,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T13:30:00Z",27,25590,28210,0,28210,9.3,2620,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T14:00:00Z",28,25201,27891,0,27891,9.6,2690,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T14:30:00Z",29,24760,27744,0,27744,10.8,2984,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T15:00:00Z",30,25017,27460,0,27460,8.9,2443,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T15:30:00Z",31,25703,27629,0,27629,7,1926,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T16:00:00Z",32,26136,27984,0,27984,6.6,1848,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T16:30:00Z",33,27154,28630,0,28630,5.2,1476,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T17:00:00Z",34,28276,29426,0,29426,3.9,1150,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T17:30:00Z",35,29484,30558,0,30558,3.5,1074,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T18:00:00Z",36,30074,31531,0,31531,4.6,1457,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T18:30:00Z",37,30950,32149,0,32149,3.7,1199,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T19:00:00Z",38,31680,32251,0,32251,1.8,571,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T19:30:00Z",39,31776,32544,0,32544,2.4,768,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T20:00:00Z",40,32213,32686,0,32686,1.4,473,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T20:30:00Z",41,32767,32987,0,32987,0.7,220,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T21:00:00Z",42,33190,32303,0,32303,2.7,887,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T21:30:00Z",43,32284,31221,0,31221,3.4,1063,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T22:00:00Z",44,30775,29819,0,29819,3.2,956,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T22:30:00Z",45,29022,28192,0,28192,2.9,830,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T23:00:00Z",46,26998,26635,0,26635,1.4,363,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-01T23:30:00Z",47,24900,25075,0,25075,0.7,175,"2021-03-31T08:45:00Z"
"Apr",2021-04-01,"2021-04-02T00:00:00Z",48,23210,24000,0,24000,3.3,790,"2021-03-31T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T00:30:00Z",1,21460,23127,0,23127,7.2,1667,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T01:00:00Z",2,21250,22689,0,22689,6.3,1439,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T01:30:00Z",3,21297,22648,0,22648,6,1351,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T02:00:00Z",4,21860,23067,0,23067,5.2,1207,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T02:30:00Z",5,21803,22967,0,22967,5.1,1164,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T03:00:00Z",6,21546,22622,0,22622,4.8,1076,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T03:30:00Z",7,21307,22218,0,22218,4.1,911,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T04:00:00Z",8,21134,21845,0,21845,3.3,711,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T04:30:00Z",9,21063,21624,0,21624,2.6,561,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T05:00:00Z",10,21060,21538,0,21538,2.2,478,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T05:30:00Z",11,21774,21901,0,21901,0.6,127,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T06:00:00Z",12,22443,22291,0,22291,0.7,152,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T06:30:00Z",13,23602,23534,0,23534,0.3,68,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T07:00:00Z",14,24863,24440,0,24440,1.7,423,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T07:30:00Z",15,26506,25669,0,25669,3.3,837,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T08:00:00Z",16,27488,26616,0,26616,3.3,872,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T08:30:00Z",17,28077,27396,0,27396,2.5,681,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T09:00:00Z",18,28290,27994,0,27994,1.1,296,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T09:30:00Z",19,28490,28079,0,28079,1.5,411,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T10:00:00Z",20,28235,28204,0,28204,0.1,31,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T10:30:00Z",21,28364,27611,0,27611,2.7,753,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T11:00:00Z",22,28240,27184,0,27184,3.9,1056,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T11:30:00Z",23,27507,26502,0,26502,3.8,1005,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T12:00:00Z",24,26903,26080,0,26080,3.2,823,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T12:30:00Z",25,26336,25662,0,25662,2.6,674,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T13:00:00Z",26,25815,24815,0,24815,4,1000,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T13:30:00Z",27,24947,23968,0,23968,4.1,979,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T14:00:00Z",28,24303,23205,0,23205,4.7,1098,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T14:30:00Z",29,24395,23013,0,23013,6,1382,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T15:00:00Z",30,24230,22718,0,22718,6.7,1512,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T15:30:00Z",31,24383,22420,0,22420,8.8,1963,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T16:00:00Z",32,24793,22719,0,22719,9.1,2074,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T16:30:00Z",33,25763,23894,0,23894,7.8,1869,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T17:00:00Z",34,27289,25410,0,25410,7.4,1879,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T17:30:00Z",35,28689,27772,0,27772,3.3,917,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T18:00:00Z",36,29696,29357,0,29357,1.2,339,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T18:30:00Z",37,30290,30555,0,30555,0.9,265,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T19:00:00Z",38,31110,31024,0,31024,0.3,86,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T19:30:00Z",39,31530,31158,0,31158,1.2,372,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T20:00:00Z",40,31934,31533,0,31533,1.3,401,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T20:30:00Z",41,32670,31949,0,31949,2.3,721,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T21:00:00Z",42,33080,31477,0,31477,5.1,1603,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T21:30:00Z",43,32134,30220,0,30220,6.3,1914,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T22:00:00Z",44,30772,28979,0,28979,6.2,1793,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T22:30:00Z",45,29711,27776,0,27776,7,1935,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T23:00:00Z",46,28022,26016,0,26016,7.7,2006,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-02T23:30:00Z",47,25998,24257,0,24257,7.2,1741,"2021-04-01T08:45:00Z"
"Apr",2021-04-02,"2021-04-03T00:00:00Z",48,24220,22996,0,22996,5.3,1224,"2021-04-01T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T00:30:00Z",1,21810,21960,0,21960,0.7,150,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T01:00:00Z",2,21169,21385,0,21385,1,216,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T01:30:00Z",3,21160,21404,0,21404,1.1,244,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T02:00:00Z",4,21836,21971,0,21971,0.6,135,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T02:30:00Z",5,21840,21956,0,21956,0.5,116,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T03:00:00Z",6,21593,21443,0,21443,0.7,150,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T03:30:00Z",7,21446,21014,0,21014,2.1,432,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T04:00:00Z",8,21277,20828,0,20828,2.2,449,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T04:30:00Z",9,21033,20640,0,20640,1.9,393,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T05:00:00Z",10,20971,20560,0,20560,2,411,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T05:30:00Z",11,20920,20699,0,20699,1.1,221,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T06:00:00Z",12,21091,21070,0,21070,0.1,21,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T06:30:00Z",13,21749,22100,0,22100,1.6,351,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T07:00:00Z",14,22484,22733,0,22733,1.1,249,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T07:30:00Z",15,23604,23995,0,23995,1.6,391,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T08:00:00Z",16,24700,25037,0,25037,1.3,337,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T08:30:00Z",17,25942,26233,0,26233,1.1,291,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T09:00:00Z",18,26650,27091,0,27091,1.6,441,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T09:30:00Z",19,27531,27885,0,27885,1.3,354,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T10:00:00Z",20,27750,27997,0,27997,0.9,247,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T10:30:00Z",21,27800,27838,0,27838,0.1,38,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T11:00:00Z",22,27380,27793,0,27793,1.5,413,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T11:30:00Z",23,27358,27727,0,27727,1.3,369,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T12:00:00Z",24,27269,27171,0,27171,0.4,98,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T12:30:00Z",25,27201,26869,0,26869,1.2,332,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T13:00:00Z",26,26336,26385,0,26385,0.2,49,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T13:30:00Z",27,25446,25567,0,25567,0.5,121,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T14:00:00Z",28,24348,24808,0,24808,1.9,460,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T14:30:00Z",29,23657,24462,0,24462,3.3,805,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T15:00:00Z",30,22950,24004,0,24004,4.4,1054,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T15:30:00Z",31,23514,24030,0,24030,2.1,516,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T16:00:00Z",32,24092,23940,0,23940,0.6,152,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T16:30:00Z",33,25062,24629,0,24629,1.8,433,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T17:00:00Z",34,26243,26095,0,26095,0.6,148,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T17:30:00Z",35,27259,27846,0,27846,2.1,587,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T18:00:00Z",36,28091,29222,0,29222,3.9,1131,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T18:30:00Z",37,28850,30303,0,30303,4.8,1453,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T19:00:00Z",38,30000,30789,0,30789,2.6,789,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T19:30:00Z",39,30286,31172,0,31172,2.8,886,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T20:00:00Z",40,31240,31552,0,31552,1,312,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T20:30:00Z",41,31132,31898,0,31898,2.4,766,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T21:00:00Z",42,30530,31416,0,31416,2.8,886,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T21:30:00Z",43,29755,30312,0,30312,1.8,557,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T22:00:00Z",44,28616,29334,0,29334,2.4,718,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T22:30:00Z",45,27338,28365,0,28365,3.6,1027,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T23:00:00Z",46,26096,27020,0,27020,3.4,924,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-03T23:30:00Z",47,24676,25502,0,25502,3.2,826,"2021-04-02T08:45:00Z"
"Apr",2021-04-03,"2021-04-04T00:00:00Z",48,23460,24378,0,24378,3.8,918,"2021-04-02T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T00:30:00Z",1,22780,23418,0,23418,2.7,638,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T01:00:00Z",2,21920,22889,0,22889,4.2,969,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T01:30:00Z",3,21938,23026,0,23026,4.7,1088,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T02:00:00Z",4,22327,23500,0,23500,5,1173,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T02:30:00Z",5,22340,23310,0,23310,4.2,970,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T03:00:00Z",6,22357,22942,0,22942,2.5,585,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T03:30:00Z",7,22075,22461,0,22461,1.7,386,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T04:00:00Z",8,21902,22190,0,22190,1.3,288,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T04:30:00Z",9,21702,21869,0,21869,0.8,167,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T05:00:00Z",10,21602,21165,0,21165,2.1,437,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T05:30:00Z",11,21558,21190,0,21190,1.7,368,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T06:00:00Z",12,21227,21268,0,21268,0.2,41,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T06:30:00Z",13,21305,21665,0,21665,1.7,360,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T07:00:00Z",14,21160,21844,0,21844,3.1,684,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T07:30:00Z",15,21398,22483,0,22483,4.8,1085,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T08:00:00Z",16,21475,22889,0,22889,6.2,1414,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T08:30:00Z",17,21640,23068,0,23068,6.2,1428,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T09:00:00Z",18,21581,23298,0,23298,7.4,1717,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T09:30:00Z",19,21570,23136,0,23136,6.8,1566,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T10:00:00Z",20,21432,22900,0,22900,6.4,1468,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T10:30:00Z",21,21244,22714,0,22714,6.5,1470,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T11:00:00Z",22,21110,22058,0,22058,4.3,948,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T11:30:00Z",23,20999,21323,0,21323,1.5,324,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T12:00:00Z",24,20965,21262,0,21262,1.4,297,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T12:30:00Z",25,21003,21070,0,21070,0.3,67,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T13:00:00Z",26,20920,20392,0,20392,2.6,528,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T13:30:00Z",27,19785,19235,0,19235,2.9,550,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T14:00:00Z",28,18679,18274,0,18274,2.2,405,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T14:30:00Z",29,17799,17667,0,17667,0.7,132,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T15:00:00Z",30,16860,17363,0,17363,2.9,503,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T15:30:00Z",31,17855,18009,0,18009,0.9,154,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T16:00:00Z",32,18859,18788,0,18788,0.4,71,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T16:30:00Z",33,19911,20038,0,20038,0.6,127,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T17:00:00Z",34,21020,21565,0,21565,2.5,545,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T17:30:00Z",35,22165,23298,0,23298,4.9,1133,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T18:00:00Z",36,23159,24433,0,24433,5.2,1274,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T18:30:00Z",37,24160,25343,0,25343,4.7,1183,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T19:00:00Z",38,24720,25793,0,25793,4.2,1073,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T19:30:00Z",39,25375,26384,0,26384,3.8,1009,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T20:00:00Z",40,26023,26711,0,26711,2.6,688,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T20:30:00Z",41,26630,27106,0,27106,1.8,476,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T21:00:00Z",42,25818,26750,0,26750,3.5,932,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T21:30:00Z",43,25064,25838,0,25838,3,774,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T22:00:00Z",44,23918,24667,0,24667,3,749,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T22:30:00Z",45,22788,23332,0,23332,2.3,544,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T23:00:00Z",46,21601,22202,0,22202,2.7,601,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-04T23:30:00Z",47,20316,20817,0,20817,2.4,501,"2021-04-03T08:45:00Z"
"Apr",2021-04-04,"2021-04-05T00:00:00Z",48,19170,19821,0,19821,3.3,651,"2021-04-03T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T00:30:00Z",1,18830,18793,0,18793,0.2,37,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T01:00:00Z",2,18270,18343,0,18343,0.4,73,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T01:30:00Z",3,18533,18658,0,18658,0.7,125,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T02:00:00Z",4,19219,19265,0,19265,0.2,46,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T02:30:00Z",5,19350,19386,0,19386,0.2,36,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T03:00:00Z",6,19206,19014,0,19014,1,192,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T03:30:00Z",7,19032,18567,0,18567,2.5,465,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T04:00:00Z",8,18896,18222,0,18222,3.7,674,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T04:30:00Z",9,18747,18003,0,18003,4.1,744,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T05:00:00Z",10,18670,17910,0,17910,4.2,760,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T05:30:00Z",11,18739,18214,0,18214,2.9,525,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T06:00:00Z",12,18942,18606,0,18606,1.8,336,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T06:30:00Z",13,19697,19847,0,19847,0.8,150,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T07:00:00Z",14,20279,20674,0,20674,1.9,395,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T07:30:00Z",15,21126,21972,0,21972,3.9,846,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T08:00:00Z",16,22004,22771,0,22771,3.4,767,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T08:30:00Z",17,23191,23625,0,23625,1.8,434,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T09:00:00Z",18,24020,23827,0,23827,0.8,193,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T09:30:00Z",19,25230,24040,0,24040,5,1190,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T10:00:00Z",20,26011,23838,0,23838,9.1,2173,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T10:30:00Z",21,26660,23649,0,23649,12.7,3011,"2021-04-04T08:45:00Z"
"Apr",2021-04-05,"2021-04-05T11:00:00Z",22,26826,23421,0,23421,14.5,3405,"2021-04-04T08:45:00Z"
