Datetime,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION,GENERATION,RENEWABLE,FOSSIL,CARBON_INTENSITY,Demand_Forecast,Demand_Outturn,Absolute_Error,APE,Renewable_share,Demand_Spike,Forecast_Failure,Low_Renewable_Window,High_Carbon_Period
2025-01-02 05:30:00,22843,25095,20897,1737,0,27461.0,11125.0,3183.0,69.0,21610,22247,637,2.9,40.511998834711044,False,False,False,False
2025-01-02 06:00:00,24594,26028,22627,1742,0,28028.0,11059.0,4514.0,84.0,22205,22781,576,2.5,39.45697159982874,False,False,False,False
2025-01-02 06:30:00,26502,27766,24455,1746,0,29816.0,10778.0,6612.0,107.0,23537,24562,1025,4.2,36.14837671049101,False,False,False,False
2025-01-02 07:00:00,28122,30168,26011,1758,0,32032.0,11394.0,8966.0,130.0,24582,26480,1898,7.2,35.57067932067932,False,False,False,False
2025-01-02 07:30:00,29851,32003,27656,1770,0,33910.0,11950.0,10271.0,138.0,25992,28087,2095,7.5,35.240342081981716,False,True,False,False
2025-01-02 08:00:00,32523,34049,30220,1739,1,35932.0,12664.0,10839.0,136.0,26900,29826,2926,9.8,35.24435043971947,False,True,False,False
2025-01-02 08:30:00,33490,35021,31174,1708,275,37158.0,12645.0,11883.0,143.0,28445,32505,4060,12.5,34.03035685451316,False,True,False,False
2025-01-02 09:00:00,34501,36093,31981,1658,1273,39208.0,13437.0,12245.0,141.0,29783,33433,3650,10.9,34.27106712915731,False,True,False,False
2025-01-02 09:30:00,34671,36268,31959,1607,2458,40475.0,15005.0,12046.0,134.0,31144,34417,3273,9.5,37.07226683137739,False,True,False,False
2025-01-02 10:00:00,34278,35870,31546,1516,3526,41123.0,15935.0,12362.0,133.0,31974,34578,2604,7.5,38.74960484400457,False,True,False,False
2025-01-02 10:30:00,33808,35402,30965,1425,4458,41610.0,16518.0,12354.0,131.0,32580,34178,1598,4.7,39.69718817591925,False,False,False,False
2025-01-02 11:00:00,33334,35001,30514,1403,5092,41933.0,17335.0,12391.0,129.0,32426,33701,1275,3.8,41.33975627787184,False,False,False,False
2025-01-02 11:30:00,33213,34887,30342,1381,5465,41977.0,17778.0,12011.0,125.0,32316,33225,909,2.7,42.351764061271645,False,False,False,False
2025-01-02 12:00:00,33732,35328,30769,1420,5588,42681.0,18358.0,11323.0,119.0,32332,33139,807,2.4,43.01211311824934,False,False,False,False
2025-01-02 12:30:00,33863,35454,30830,1459,5462,42718.0,18186.0,11554.0,121.0,32653,33658,1005,3.0,42.57221780045882,False,False,False,False
2025-01-02 13:00:00,33726,35320,30758,1431,5065,41966.0,17134.0,12257.0,130.0,33220,33765,545,1.6,40.828289567745315,False,False,False,False
2025-01-02 13:30:00,33837,35431,30854,1402,4357,41578.0,16687.0,12392.0,132.0,33588,33638,50,0.1,40.13420558949444,False,False,False,False
2025-01-02 14:00:00,34305,35901,31344,1406,3448,40797.0,16088.0,12918.0,138.0,33400,33753,353,1.0,39.43427212785254,False,False,False,False
2025-01-02 14:30:00,35371,36964,32361,1409,2303,40950.0,15528.0,13707.0,144.0,33648,34249,601,1.8,37.91941391941392,False,False,False,False
2025-01-02 15:00:00,36920,38504,33850,1451,985,41182.0,14806.0,13907.0,149.0,34147,35325,1178,3.3,35.95260065076975,False,False,False,False
2025-01-02 15:30:00,38264,39850,35185,1492,147,41546.0,14574.0,14507.0,153.0,34844,36883,2039,5.5,35.079189332306356,True,True,False,False
2025-01-02 16:00:00,39309,40894,36045,1610,0,42685.0,14620.0,14718.0,153.0,35804,38205,2401,6.3,34.25090781304908,True,True,False,False
2025-01-02 16:30:00,40412,41996,37152,1728,0,43721.0,14498.0,15259.0,158.0,37459,39256,1797,4.6,33.16026623361771,True,False,False,False
2025-01-02 17:00:00,41103,42690,37714,1697,0,44489.0,14688.0,15461.0,158.0,38978,40363,1585,3.9,33.014902560183415,True,False,False,False
2025-01-02 17:30:00,41589,43177,38017,1666,0,45021.0,15688.0,15123.0,152.0,39470,41018,2448,5.8,34.84596077386109,True,True,False,False
2025-01-02 18:00:00,41707,43293,38123,1655,0,45168.0,16130.0,15218.0,150.0,39271,41493,3022,7.1,35.71112291888062,True,True,False,False
2025-01-02 18:30:00,41274,42861,37866,1643,0,44699.0,15891.0,15109.0,150.0,39214,41598,2584,6.2,35.55113089778295,True,True,False,False
2025-01-02 19:00:00,40726,42313,37470,1630,0,44266.0,15749.0,14970.0,149.0,38768,41161,2393,5.8,35.57809605566349,True,True,False,False
2025-01-02 19:30:00,39329,40919,36164,1616,0,42831.0,15306.0,14108.0,145.0,38222,40619,2397,5.9,35.73579883729075,True,True,False,False
2025-01-02 20:00:00,37688,39278,34646,1719,0,41210.0,15167.0,12462.0,136.0,37686,39128,1442,3.7,36.804173744236834,False,False,False,False
2025-01-02 20:30:00,36225,37815,33360,1821,0,39927.0,15109.0,11220.0,129.0,36855,37529,674,1.8,37.8415608485486,False,False,False,False
2025-01-02 21:00:00,34665,36255,31988,1886,0,38426.0,15399.0,9466.0,116.0,36010,36078,68,0.2,40.0744287721855,False,False,False,False
2025-01-02 21:30:00,32999,34589,30513,1950,0,36910.0,15326.0,8169.0,106.0,34543,34509,34,0.1,41.522622595502575,False,False,False,False
2025-01-02 22:00:00,31220,32810,28968,2081,0,35189.0,15365.0,6868.0,95.0,33279,32847,432,1.3,43.664213248458324,False,False,False,False
2025-01-02 22:30:00,29654,31248,27557,2211,0,33935.0,15479.0,5735.0,84.0,31622,31070,552,1.8,45.61367319876234,False,False,False,False
2025-01-02 23:00:00,28245,29777,26285,2361,0,32731.0,15857.0,4598.0,74.0,29837,29498,339,1.1,48.44642693471021,False,False,False,False
2025-01-02 23:30:00,27085,28656,25313,2510,0,31792.0,15884.0,3686.0,65.0,28241,28106,135,0.5,49.96225465525919,False,False,False,False
2025-01-03 00:00:00,27266,28874,25564,2611,0,31928.0,16229.0,3353.0,60.0,27030,26964,66,0.2,50.82999248308695,False,False,False,False
2025-01-03 00:30:00,27226,28870,25674,2711,0,32061.0,16090.0,3501.0,63.0,25920,27192,1272,4.7,50.18558373101276,False,False,False,False
2025-01-03 01:00:00,26927,29029,25355,2756,0,32685.0,16390.0,3184.0,58.0,26190,27119,929,3.4,50.14532660241701,False,False,False,False
2025-01-03 01:30:00,26325,28492,24800,2801,0,32195.0,16546.0,2572.0,51.0,26088,26821,733,2.7,51.39307345861158,False,False,False,False
2025-01-03 02:00:00,25800,27927,24312,2763,0,31558.0,16748.0,2319.0,48.0,25508,26197,689,2.6,53.07053678940363,False,False,False,False
2025-01-03 02:30:00,25401,27648,23968,2724,0,31646.0,16999.0,2186.0,46.0,25043,25691,648,2.5,53.71610946091133,False,False,False,False
2025-01-03 03:00:00,25295,27492,23683,2685,0,31380.0,17382.0,2254.0,44.0,24739,25286,547,2.2,55.391969407265776,False,False,False,False
2025-01-03 03:30:00,24732,27118,23100,2646,0,31201.0,17394.0,2298.0,44.0,24669,25184,515,2.0,55.74821319829493,False,False,False,False
2025-01-03 04:00:00,24209,26661,22563,2629,0,30286.0,17351.0,2464.0,46.0,24109,24612,503,2.0,57.29049725945982,False,False,False,False
2025-01-03 04:30:00,24176,26622,22464,2611,0,30294.0,17291.0,2718.0,49.0,23940,24098,158,0.7,57.07730903809335,False,False,False,False
2025-01-03 05:00:00,24309,26543,22554,2469,0,29883.0,16858.0,3063.0,56.0,23951,24079,128,0.5,56.41334538031657,False,False,False,False
2025-01-03 05:30:00,25118,26940,23231,2327,0,30102.0,16357.0,3619.0,63.0,24572,24228,344,1.4,54.33858215400969,False,False,False,False
2025-01-03 06:00:00,27099,29143,25150,2262,0,32003.0,16240.0,5262.0,83.0,25343,25062,281,1.1,50.74524263350311,False,False,False,False
2025-01-03 06:30:00,28893,30805,26781,2196,0,33478.0,15696.0,7187.0,101.0,27890,27079,811,3.0,46.8845211780871,False,False,False,False
2025-01-03 07:00:00,31418,33025,29027,2105,0,35515.0,15754.0,9052.0,115.0,30344,28869,1475,5.1,44.35872166690131,False,False,False,False
2025-01-03 07:30:00,33344,35081,30742,2014,0,37373.0,15886.0,10677.0,127.0,33612,31417,2195,7.0,42.50662242795601,False,True,False,False
2025-01-03 08:00:00,35563,37319,32728,1966,2,39491.0,15732.0,11876.0,132.0,35730,33315,2415,7.2,39.83692486895748,False,True,False,False
2025-01-03 08:30:00,36753,38473,33742,1917,272,40771.0,15957.0,12537.0,137.0,37139,35533,1606,4.5,39.138112874346966,False,False,False,False
2025-01-03 09:00:00,37768,39362,34591,1808,1222,42761.0,16747.0,12208.0,129.0,37809,36691,1118,3.0,39.16419166997965,False,False,False,False
2025-01-03 09:30:00,37437,39032,34234,1699,2364,43402.0,17941.0,11648.0,122.0,38730,37693,1037,2.8,41.336804755541216,False,False,False,False
2025-01-03 10:00:00,37434,39029,34104,1571,3507,44322.0,18745.0,11581.0,119.0,38528,37342,1186,3.2,42.2927665719056,False,False,False,False
2025-01-03 10:30:00,36678,38273,33371,1442,4378,44361.0,19117.0,11303.0,116.0,38368,37327,1041,2.8,43.09415928405581,False,False,False,False
2025-01-03 11:00:00,36200,37795,32860,1393,4944,44409.0,19303.0,11240.0,115.0,38143,36544,1599,4.4,43.46641446553626,False,False,False,False
2025-01-03 11:30:00,35967,37561,32549,1344,5193,44510.0,19245.0,11426.0,116.0,37913,36102,1811,5.0,43.23747472478095,False,False,False,False
2025-01-03 12:00:00,35986,37578,32537,1319,5203,44497.0,18967.0,11525.0,117.0,37792,35863,1929,5.4,42.625345528912064,False,False,False,False
2025-01-03 12:30:00,35785,37377,32368,1294,5071,44235.0,18374.0,11837.0,121.0,38170,35877,2293,6.4,41.53724426359218,False,True,False,False
2025-01-03 13:00:00,35739,37331,32307,1161,4619,43589.0,17645.0,11943.0,124.0,38161,35690,2471,6.9,40.480396430292046,False,True,False,False
2025-01-03 13:30:00,36027,37621,32553,1027,3939,43034.0,16341.0,12710.0,133.0,38127,35639,2488,7.0,37.972300971325,False,True,False,False
2025-01-03 14:00:00,36394,37989,32956,949,3116,42311.0,14826.0,13612.0,143.0,37850,35961,1889,5.3,35.04053319467751,False,False,False,False
2025-01-03 14:30:00,37281,38876,33764,870,2011,42196.0,13395.0,15022.0,156.0,38324,36310,2014,5.5,31.744715138875723,False,True,False,False
2025-01-03 15:00:00,38831,40427,35278,804,870,42579.0,12264.0,16546.0,168.0,38416,37250,1166,3.1,28.802931022334953,True,False,False,False
2025-01-03 15:30:00,39451,41050,35884,738,147,42168.0,10697.0,17675.0,181.0,38988,38777,211,0.5,25.367577309808386,True,False,False,False
2025-01-03 16:00:00,40286,41884,36541,661,0,42728.0,10058.0,18592.0,189.0,39985,39375,610,1.5,23.53959932596892,True,False,False,False
2025-01-03 16:30:00,41932,43517,38083,584,0,44258.0,10462.0,19323.0,191.0,41403,40233,1170,2.9,23.638664196303495,True,False,False,False
2025-01-03 17:00:00,42419,44006,38382,544,0,44686.0,9821.0,19780.0,198.0,42594,41882,712,1.7,21.977800653448508,True,False,False,False
2025-01-03 17:30:00,42028,43615,38044,504,0,44275.0,9124.0,19959.0,202.0,43020,42322,698,1.6,20.607566346696782,True,False,False,True
2025-01-03 18:00:00,41300,42888,37466,468,0,43473.0,8555.0,19908.0,204.0,42769,41917,852,2.0,19.678881144618497,True,False,True,True
2025-01-03 18:30:00,40957,42545,37145,431,0,43101.0,8287.0,19862.0,205.0,42441,41190,1251,3.0,19.2269320897427,True,False,True,True
2025-01-03 19:00:00,40127,41715,36439,433,0,42235.0,7907.0,19694.0,205.0,41949,40851,1098,2.7,18.721439564342372,True,False,True,True
2025-01-03 19:30:00,39311,40899,35641,434,0,41328.0,7623.0,19494.0,205.0,40675,39995,680,1.7,18.445121951219512,True,False,True,True
2025-01-03 20:00:00,37960,39553,34425,438,0,40025.0,6522.0,19486.0,210.0,39658,39178,480,1.2,16.2948157401624,False,False,True,True
2025-01-03 20:30:00,36900,38493,33460,441,0,39143.0,5909.0,19367.0,212.0,38447,37813,634,1.7,15.095930306823698,False,False,True,True
2025-01-03 21:00:00,35577,37174,32283,446,0,37834.0,5214.0,19032.0,215.0,37040,36759,281,0.8,13.78125495585981,False,False,True,True
2025-01-03 21:30:00,34433,36028,31290,450,0,36723.0,5002.0,18146.0,212.0,35646,35438,208,0.6,13.620891539362253,False,False,True,True
2025-01-03 22:00:00,32521,34113,29554,454,0,34654.0,4991.0,16364.0,204.0,34255,34302,47,0.1,14.402377791885495,False,False,True,True
2025-01-03 22:30:00,30997,32588,28108,457,0,33096.0,4782.0,15065.0,197.0,32259,32368,109,0.3,14.448875997099348,False,False,True,False
2025-01-03 23:00:00,29307,30898,26563,464,0,31452.0,4502.0,13095.0,185.0,30998,30844,154,0.5,14.313875111280684,False,False,True,False
2025-01-03 23:30:00,28361,29953,25707,471,0,30976.0,4766.0,12385.0,179.0,29507,29159,348,1.2,15.386105371900827,False,False,True,False
2025-01-04 00:00:00,28400,29925,25787,512,0,30770.0,4668.0,12253.0,186.0,28410,28251,159,0.6,15.170620734481638,False,False,True,False
2025-01-04 00:30:00,28632,30004,26112,552,0,30531.0,4449.0,12226.0,187.0,28710,28311,399,1.4,14.572074285152794,False,False,True,False
2025-01-04 01:00:00,28079,29349,25646,563,0,29948.0,3984.0,12187.0,190.0,29260,28552,708,2.5,13.303058634967277,False,False,True,False
2025-01-04 01:30:00,27235,28500,24894,573,0,29242.0,3865.0,11626.0,187.0,28894,27950,944,3.4,13.217290199028794,False,False,True,False
2025-01-04 02:00:00,26624,27891,24371,629,0,28600.0,3833.0,11349.0,185.0,28206,27104,1102,4.1,13.402097902097902,False,False,True,False
2025-01-04 02:30:00,26271,27804,24010,685,0,28628.0,4423.0,10868.0,177.0,27460,26514,946,3.6,15.449909179823948,False,False,True,False
2025-01-04 03:00:00,26216,27830,23971,727,0,28900.0,4824.0,10680.0,174.0,26909,26151,758,2.9,16.692041522491348,False,False,True,False
2025-01-04 03:30:00,25663,27525,23402,769,0,28854.0,4989.0,10600.0,172.0,26614,26111,503,1.9,17.290496984820127,False,False,True,False
2025-01-04 04:00:00,24721,26603,22518,734,0,27644.0,4945.0,10444.0,175.0,25983,25533,450,1.8,17.8881493271596,False,False,True,False
2025-01-04 04:30:00,24352,26231,22164,698,0,27238.0,4888.0,10205.0,174.0,25623,24575,1048,4.3,17.945517292018504,False,False,True,False
2025-01-04 05:00:00,24419,26302,22271,699,0,27233.0,5245.0,11319.0,184.0,25460,24247,1213,5.0,19.259721661219846,False,False,True,False
2025-01-04 05:30:00,25043,26666,22809,699,0,27712.0,5479.0,11675.0,185.0,25487,24324,1163,4.8,19.771218244803695,False,False,True,False
2025-01-04 06:00:00,25909,27187,23640,710,0,28248.0,5626.0,12330.0,189.0,25598,24976,622,2.5,19.916454262248653,False,False,True,False
2025-01-04 06:30:00,26653,27726,24312,720,0,28687.0,5730.0,12643.0,191.0,26765,25848,917,3.5,19.974204343430824,False,False,True,False
2025-01-04 07:00:00,27857,28966,25424,722,0,29866.0,5769.0,13949.0,199.0,27608,26589,1019,3.8,19.316279381236185,False,False,True,False
2025-01-04 07:30:00,28832,30372,26318,723,0,31018.0,5842.0,15011.0,205.0,28783,27809,974,3.5,18.834225288542136,False,False,True,True
2025-01-04 08:00:00,30317,31955,27681,756,0,32611.0,6030.0,16272.0,214.0,29850,28770,1080,3.8,18.490693324338416,False,False,True,True
2025-01-04 08:30:00,31610,33198,28878,788,37,33938.0,5938.0,17618.0,222.0,31810,30288,1522,5.0,17.496611467971007,False,False,True,True
2025-01-04 09:00:00,33487,35075,30576,789,225,36121.0,6347.0,18173.0,216.0,33426,31564,1862,5.9,17.57149580576396,False,False,True,True
2025-01-04 09:30:00,34269,35857,31246,789,508,37234.0,6840.0,18700.0,215.0,35079,33443,1636,4.9,18.37030670892195,False,False,True,True
2025-01-04 10:00:00,35075,36663,31953,733,824,38280.0,7104.0,18895.0,214.0,35930,34189,1741,5.1,18.557993730407524,False,False,True,True
2025-01-04 10:30:00,35445,37033,32287,676,1095,38887.0,7170.0,19372.0,216.0,36280,35012,1268,3.6,18.438038419008922,False,False,True,True
2025-01-04 11:00:00,35500,37088,32297,673,1349,39123.0,7546.0,19627.0,218.0,36005,35360,645,1.8,19.28788692073716,False,False,True,True
2025-01-04 11:30:00,35585,37173,32322,669,1482,39335.0,7756.0,19682.0,217.0,36050,35396,654,1.8,19.717808567433583,False,False,True,True
2025-01-04 12:00:00,36515,38103,33121,680,1545,40525.0,8056.0,19199.0,208.0,36239,35495,744,2.1,19.879086983343615,False,False,True,True
2025-01-04 12:30:00,36743,38331,33348,691,1387,40430.0,7744.0,19405.0,211.0,36400,36453,53,0.1,19.15409349492951,False,False,True,True
2025-01-04 13:00:00,36626,38217,33265,731,1073,39980.0,7195.0,19634.0,215.0,36500,36641,141,0.4,17.996498249124564,False,False,True,True
2025-01-04 13:30:00,36575,38168,33218,771,841,39811.0,6945.0,19711.0,216.0,36762,36530,232,0.6,17.444927281404638,False,False,True,True
2025-01-04 14:00:00,36866,38459,33446,840,594,39887.0,6940.0,19663.0,214.0,36867,36472,395,1.1,17.399152606112267,False,False,True,True
2025-01-04 14:30:00,36882,38476,33463,908,315,39783.0,6744.0,19757.0,216.0,36665,36779,114,0.3,16.951964406907475,False,False,True,True
2025-01-04 15:00:00,37036,38622,33615,971,109,39780.0,6397.0,19991.0,219.0,36650,36792,142,0.4,16.080945198592257,False,False,True,True
2025-01-04 15:30:00,37250,38833,33769,1034,4,39860.0,6310.0,20142.0,220.0,36944,36939,5,0.0,15.830406422478676,False,False,True,True
2025-01-04 16:00:00,37943,39484,34370,1140,0,40523.0,6787.0,20264.0,219.0,37527,37167,360,1.0,16.748513190040224,False,False,True,True
2025-01-04 16:30:00,39070,40659,35408,1245,0,41693.0,7063.0,20621.0,220.0,38982,37895,1087,2.9,16.94049360803972,True,False,True,True
2025-01-04 17:00:00,40032,41618,36321,1291,0,42913.0,7384.0,20968.0,220.0,40114,39015,1099,2.8,17.206906997879432,True,False,True,True
2025-01-04 17:30:00,40185,41770,36469,1337,0,43133.0,7592.0,20924.0,218.0,40730,39967,763,1.9,17.601372499014676,True,False,True,True
2025-01-04 18:00:00,39901,41456,36243,1454,0,42872.0,7699.0,20837.0,217.0,40646,40097,549,1.4,17.958107855943272,True,False,True,True
2025-01-04 18:30:00,39454,40918,35786,1570,0,42479.0,8108.0,20713.0,213.0,40285,39776,509,1.3,19.087078321052754,True,False,True,True
2025-01-04 19:00:00,38285,39541,34699,1633,0,41223.0,8095.0,19874.0,209.0,39365,39340,25,0.1,19.637095796036196,True,False,True,True
