DATETIME,GAS,COAL,NUCLEAR,WIND,WIND_EMB,HYDRO,IMPORTS,BIOMASS,OTHER,SOLAR,STORAGE,GENERATION,CARBON_INTENSITY,LOW_CARBON,ZERO_CARBON,RENEWABLE,FOSSIL,GAS_perc,COAL_perc,NUCLEAR_perc,WIND_perc,WIND_EMB_perc,HYDRO_perc,IMPORTS_perc,BIOMASS_perc,OTHER_perc,SOLAR_perc,STORAGE_perc,GENERATION_perc,LOW_CARBON_perc,ZERO_CARBON_perc,RENEWABLE_perc,FOSSIL_perc
2025-01-01 05:00:00,2928.0,0.0,5059.0,14732.0,4730.0,760.0,2.0,859.0,314.0,0.0,0.0,29384.0,46.0,26140.0,21410.0,20222.0,2928.0,10.0,0.0,17.2,50.1,16.1,2.6,0.0,2.9,1.1,0.0,0.0,100.0,89.0,90.8,68.8,10.0
2025-01-01 05:30:00,2798.0,0.0,5058.0,14897.0,4610.0,759.0,1.0,854.0,252.0,0.0,0.0,29229.0,44.0,26178.0,21574.0,20266.0,2798.0,9.6,0.0,17.3,51.0,15.8,2.6,0.0,2.9,0.9,0.0,0.0,100.0,89.6,91.2,69.3,9.6
2025-01-01 06:00:00,2672.0,0.0,5060.0,15220.0,4457.0,753.0,103.0,776.0,263.0,0.0,0.0,29304.0,42.0,26266.0,21820.0,20430.0,2672.0,9.1,0.0,17.3,51.9,15.2,2.6,0.4,2.6,0.9,0.0,0.0,100.0,89.6,91.4,69.7,9.1
2025-01-01 06:30:00,2662.0,0.0,5068.0,15208.0,4288.0,747.0,156.0,771.0,230.0,0.0,0.0,29129.0,42.0,26082.0,21794.0,20243.0,2662.0,9.1,0.0,17.4,52.2,14.7,2.6,0.5,2.6,0.8,0.0,0.0,100.0,89.5,91.6,69.5,9.1
2025-01-01 07:00:00,2654.0,0.0,5067.0,14793.0,4171.0,770.0,635.0,765.0,193.0,0.0,0.0,29048.0,42.0,25566.0,21395.0,19734.0,2654.0,9.1,0.0,17.4,50.9,14.4,2.7,2.2,2.6,0.7,0.0,0.0,100.0,88.0,91.6,67.9,9.1
2025-01-01 07:30:00,2666.0,0.0,5063.0,14333.0,4178.0,773.0,715.0,773.0,214.0,0.0,0.0,28716.0,43.0,25120.0,20942.0,19284.0,2666.0,9.3,0.0,17.6,49.9,14.6,2.7,2.5,2.7,0.7,0.0,0.0,100.0,87.5,91.3,67.2,9.3
2025-01-01 08:00:00,2602.0,0.0,5063.0,14112.0,4336.0,771.0,1198.0,781.0,254.0,0.0,0.0,29117.0,43.0,25063.0,20727.0,19219.0,2602.0,8.9,0.0,17.4,48.5,14.9,2.6,4.1,2.7,0.9,0.0,0.0,100.0,86.1,91.3,66.0,8.9
2025-01-01 08:30:00,2283.0,0.0,5055.0,14301.0,4621.0,771.0,1335.0,796.0,708.0,1.0,0.0,29872.0,42.0,25545.0,20959.0,19694.0,2283.0,7.6,0.0,16.9,47.9,15.5,2.6,4.5,2.7,2.4,0.0,0.0,100.0,85.5,91.0,65.9,7.6
2025-01-01 09:00:00,2267.0,0.0,5064.0,14558.0,4864.0,770.0,2211.0,783.0,316.0,29.0,0.0,30862.0,37.0,26068.0,21176.0,20221.0,2267.0,7.3,0.0,16.4,47.2,15.8,2.5,7.2,2.5,1.0,0.1,0.0,100.0,84.5,92.6,65.5,7.3
2025-01-01 09:30:00,2074.0,0.0,5058.0,14907.0,4911.0,769.0,2418.0,797.0,498.0,117.0,0.0,31549.0,36.0,26559.0,21564.0,20704.0,2074.0,6.6,0.0,16.0,47.3,15.6,2.4,7.7,2.5,1.6,0.4,0.0,100.0,84.2,93.2,65.6,6.6
2025-01-01 10:00:00,1954.0,0.0,5057.0,15026.0,4833.0,773.0,3723.0,831.0,415.0,222.0,0.0,32834.0,34.0,26742.0,21689.0,20854.0,1954.0,6.0,0.0,15.4,45.8,14.7,2.4,11.3,2.5,1.3,0.7,0.0,100.0,81.4,94.4,63.5,6.0
2025-01-01 10:30:00,2088.0,0.0,5060.0,14953.0,4731.0,789.0,3898.0,981.0,633.0,329.0,0.0,33462.0,38.0,26843.0,21824.0,20802.0,2088.0,6.2,0.0,15.1,44.7,14.1,2.4,11.7,2.9,1.9,1.0,0.0,100.0,80.2,93.7,62.2,6.2
2025-01-01 11:00:00,1826.0,0.0,5056.0,14923.0,4597.0,831.0,5128.0,1063.0,255.0,377.0,0.0,34056.0,32.0,26847.0,21875.0,20728.0,1826.0,5.4,0.0,14.8,43.8,13.5,2.4,15.1,3.1,0.7,1.1,0.0,100.0,78.8,95.1,60.9,5.4
2025-01-01 11:30:00,1833.0,0.0,5054.0,14908.0,4424.0,998.0,5249.0,1135.0,288.0,436.0,0.0,34325.0,33.0,26955.0,22098.0,20766.0,1833.0,5.3,0.0,14.7,43.4,12.9,2.9,15.3,3.3,0.8,1.3,0.0,100.0,78.5,95.0,60.5,5.3
2025-01-01 12:00:00,2062.0,0.0,5047.0,14927.0,4298.0,1010.0,5308.0,1149.0,267.0,475.0,0.0,34543.0,35.0,26906.0,22134.0,20710.0,2062.0,6.0,0.0,14.6,43.2,12.4,2.9,15.4,3.3,0.8,1.4,0.0,100.0,77.9,95.1,60.0,6.0
2025-01-01 12:30:00,2343.0,0.0,5047.0,15045.0,4281.0,1032.0,5361.0,1153.0,279.0,476.0,0.0,35017.0,38.0,27034.0,22282.0,20834.0,2343.0,6.7,0.0,14.4,43.0,12.2,2.9,15.3,3.3,0.8,1.4,0.0,100.0,77.2,95.0,59.5,6.7
2025-01-01 13:00:00,2397.0,0.0,5046.0,15258.0,4241.0,1095.0,5397.0,1249.0,243.0,511.0,4.0,35441.0,38.0,27404.0,22653.0,21109.0,2397.0,6.8,0.0,14.2,43.1,12.0,3.1,15.2,3.5,0.7,1.4,0.0,100.0,77.3,94.9,59.6,6.8
2025-01-01 13:30:00,2649.0,0.0,5049.0,14980.0,4047.0,1110.0,5448.0,1369.0,277.0,510.0,32.0,35471.0,42.0,27097.0,22541.0,20679.0,2649.0,7.5,0.0,14.2,42.2,11.4,3.1,15.4,3.9,0.8,1.4,0.1,100.0,76.4,94.0,58.3,7.5
2025-01-01 14:00:00,2496.0,0.0,5051.0,15115.0,3772.0,1057.0,5494.0,1555.0,264.0,353.0,0.0,35157.0,41.0,26903.0,22779.0,20297.0,2496.0,7.1,0.0,14.4,43.0,10.7,3.0,15.6,4.4,0.8,1.0,0.0,100.0,76.5,94.1,57.7,7.1
2025-01-01 14:30:00,3072.0,0.0,5054.0,14464.0,3518.0,1040.0,5546.0,1953.0,327.0,198.0,0.0,35171.0,49.0,26227.0,22511.0,19220.0,3072.0,8.7,0.0,14.4,41.1,10.0,3.0,15.8,5.6,0.9,0.6,0.0,100.0,74.6,91.5,54.6,8.7
2025-01-01 15:00:00,4425.0,0.0,5051.0,13197.0,3310.0,1040.0,5644.0,2267.0,361.0,71.0,200.0,35566.0,65.0,25136.0,21755.0,17818.0,4425.0,12.4,0.0,14.2,37.1,9.3,2.9,15.9,6.4,1.0,0.2,0.6,100.0,70.7,87.0,50.1,12.4
2025-01-01 15:30:00,5057.0,0.0,5062.0,12500.0,3145.0,1044.0,5696.0,2386.0,506.0,5.0,306.0,35707.0,73.0,24448.0,21304.0,17000.0,5057.0,14.2,0.0,14.2,35.0,8.8,2.9,16.0,6.7,1.4,0.0,0.9,100.0,68.5,84.1,47.6,14.2
2025-01-01 16:00:00,5206.0,0.0,5057.0,12818.0,2969.0,1115.0,5828.0,2404.0,742.0,0.0,590.0,36728.0,75.0,24953.0,21992.0,17492.0,5206.0,14.2,0.0,13.8,34.9,8.1,3.0,15.9,6.5,2.0,0.0,1.6,100.0,67.9,83.5,47.6,14.2
2025-01-01 16:30:00,6207.0,0.0,5055.0,13009.0,2736.0,1115.0,5886.0,2422.0,870.0,0.0,778.0,38078.0,84.0,25115.0,22387.0,17638.0,6207.0,16.3,0.0,13.3,34.2,7.2,2.9,15.5,6.4,2.3,0.0,2.0,100.0,66.0,81.2,46.3,16.3
2025-01-01 17:00:00,6570.0,0.0,5061.0,12780.0,2499.0,1127.0,5886.0,2436.0,1031.0,0.0,812.0,38202.0,88.0,24715.0,22266.0,17218.0,6570.0,17.2,0.0,13.2,33.5,6.5,3.0,15.4,6.4,2.7,0.0,2.1,100.0,64.7,79.8,45.1,17.2
2025-01-01 17:30:00,6578.0,0.0,5062.0,12730.0,2315.0,1130.0,5888.0,2445.0,1026.0,0.0,834.0,38008.0,89.0,24516.0,22229.0,17009.0,6578.0,17.3,0.0,13.3,33.5,6.1,3.0,15.5,6.4,2.7,0.0,2.2,100.0,64.5,79.7,44.8,17.3
2025-01-01 18:00:00,6635.0,0.0,5055.0,12149.0,2181.0,1130.0,5886.0,2451.0,975.0,0.0,980.0,37442.0,90.0,23946.0,21779.0,16440.0,6635.0,17.7,0.0,13.5,32.4,5.8,3.0,15.7,6.5,2.6,0.0,2.6,100.0,64.0,79.3,43.9,17.7
2025-01-01 18:30:00,6572.0,0.0,5063.0,12115.0,2076.0,1132.0,5886.0,2441.0,800.0,0.0,744.0,36829.0,90.0,23571.0,21525.0,16067.0,6572.0,17.8,0.0,13.7,32.9,5.6,3.1,16.0,6.6,2.2,0.0,2.0,100.0,64.0,79.9,43.6,17.8
2025-01-01 19:00:00,6397.0,0.0,5054.0,11929.0,1980.0,1075.0,5887.0,2443.0,618.0,0.0,596.0,35979.0,89.0,23077.0,21128.0,15580.0,6397.0,17.8,0.0,14.0,33.2,5.5,3.0,16.4,6.8,1.7,0.0,1.7,100.0,64.1,80.7,43.3,17.8
2025-01-01 19:30:00,6313.0,0.0,5059.0,11687.0,1877.0,1070.0,5888.0,2444.0,442.0,0.0,512.0,35292.0,88.0,22649.0,20793.0,15146.0,6313.0,17.9,0.0,14.3,33.1,5.3,3.0,16.7,6.9,1.3,0.0,1.5,100.0,64.2,80.7,42.9,17.9
2025-01-01 20:00:00,6285.0,0.0,5060.0,11363.0,1783.0,1038.0,5887.0,2458.0,333.0,0.0,442.0,34649.0,88.0,22144.0,20384.0,14626.0,6285.0,18.1,0.0,14.6,32.8,5.1,3.0,17.0,7.1,1.0,0.0,1.3,100.0,63.9,81.1,42.2,18.1
2025-01-01 20:30:00,5947.0,0.0,5061.0,10726.0,1720.0,1021.0,5886.0,2458.0,364.0,0.0,210.0,33393.0,88.0,21196.0,19476.0,13677.0,5947.0,17.8,0.0,15.2,32.1,5.1,3.1,17.6,7.4,1.1,0.0,0.6,100.0,63.5,81.0,41.0,17.8
2025-01-01 21:00:00,5259.0,0.0,5054.0,10323.0,1676.0,1011.0,5886.0,2459.0,454.0,0.0,166.0,32288.0,83.0,20689.0,19013.0,13176.0,5259.0,16.3,0.0,15.7,32.0,5.2,3.1,18.2,7.6,1.4,0.0,0.5,100.0,64.1,82.0,40.8,16.3
2025-01-01 21:30:00,4704.0,0.0,5063.0,9733.0,1635.0,993.0,5888.0,2458.0,464.0,0.0,218.0,31156.0,79.0,20100.0,18465.0,12579.0,4704.0,15.1,0.0,16.3,31.2,5.2,3.2,18.9,7.9,1.5,0.0,0.7,100.0,64.5,83.6,40.4,15.1
2025-01-01 22:00:00,4188.0,0.0,5056.0,9466.0,1586.0,991.0,5888.0,2456.0,313.0,0.0,242.0,30186.0,74.0,19797.0,18215.0,12285.0,4188.0,13.9,0.0,16.7,31.4,5.3,3.3,19.5,8.1,1.0,0.0,0.8,100.0,65.6,86.0,40.7,13.9
2025-01-01 22:30:00,3795.0,0.0,5060.0,8632.0,1524.0,991.0,5890.0,2442.0,210.0,0.0,296.0,28840.0,71.0,18945.0,17421.0,11443.0,3795.0,13.2,0.0,17.5,29.9,5.3,3.4,20.4,8.5,0.7,0.0,1.0,100.0,65.7,86.8,39.7,13.2
2025-01-01 23:00:00,3023.0,0.0,5061.0,8587.0,1466.0,983.0,5888.0,2457.0,192.0,0.0,140.0,27797.0,62.0,18694.0,17228.0,11176.0,3023.0,10.9,0.0,18.2,30.9,5.3,3.5,21.2,8.8,0.7,0.0,0.5,100.0,67.3,89.7,40.2,10.9
2025-01-01 23:30:00,2740.0,0.0,5061.0,8389.0,1439.0,936.0,5888.0,2459.0,189.0,0.0,0.0,27101.0,60.0,18284.0,16845.0,10764.0,2740.0,10.1,0.0,18.7,31.0,5.3,3.5,21.7,9.1,0.7,0.0,0.0,100.0,67.5,90.2,39.7,10.1
2025-01-02 00:00:00,2735.0,0.0,5058.0,7429.0,1453.0,924.0,5890.0,2437.0,297.0,0.0,332.0,26555.0,67.0,17633.0,16180.0,10138.0,2735.0,10.3,0.0,19.0,28.0,5.5,3.5,22.2,9.2,1.1,0.0,1.3,100.0,66.4,88.7,38.2,10.3
2025-01-02 00:30:00,2889.0,0.0,5062.0,7573.0,1510.0,888.0,5888.0,2452.0,451.0,0.0,280.0,26993.0,70.0,17765.0,16255.0,10251.0,2889.0,10.7,0.0,18.8,28.1,5.6,3.3,21.8,9.1,1.7,0.0,1.0,100.0,65.8,87.7,38.0,10.7
2025-01-02 01:00:00,2809.0,0.0,5067.0,7494.0,1571.0,873.0,5888.0,2440.0,416.0,0.0,66.0,26624.0,70.0,17511.0,15940.0,10004.0,2809.0,10.6,0.0,19.0,28.1,5.9,3.3,22.1,9.2,1.6,0.0,0.2,100.0,65.8,88.2,37.6,10.6
2025-01-02 01:30:00,2366.0,0.0,5063.0,7940.0,1604.0,769.0,5890.0,2404.0,293.0,0.0,0.0,26329.0,62.0,17780.0,16176.0,10313.0,2366.0,9.0,0.0,19.2,30.2,6.1,2.9,22.4,9.1,1.1,0.0,0.0,100.0,67.5,90.4,39.2,9.0
2025-01-02 02:00:00,2052.0,0.0,5054.0,8382.0,1619.0,745.0,5888.0,2267.0,277.0,0.0,42.0,26326.0,57.0,18109.0,16490.0,10788.0,2052.0,7.8,0.0,19.2,31.8,6.2,2.8,22.4,8.6,1.1,0.0,0.2,100.0,68.8,91.9,41.0,7.8
2025-01-02 02:30:00,2158.0,0.0,5058.0,7557.0,1635.0,744.0,5888.0,2335.0,318.0,0.0,40.0,25733.0,61.0,17369.0,15734.0,9976.0,2158.0,8.4,0.0,19.7,29.4,6.4,2.9,22.9,9.1,1.2,0.0,0.2,100.0,67.5,91.5,38.8,8.4
2025-01-02 03:00:00,2115.0,0.0,5052.0,7756.0,1656.0,745.0,5888.0,2434.0,330.0,0.0,0.0,25976.0,60.0,17643.0,15987.0,10157.0,2115.0,8.1,0.0,19.4,29.9,6.4,2.9,22.7,9.4,1.3,0.0,0.0,100.0,67.9,91.5,39.1,8.1
2025-01-02 03:30:00,2107.0,0.0,5050.0,8347.0,1677.0,743.0,5896.0,2336.0,217.0,0.0,0.0,26373.0,57.0,18153.0,16476.0,10767.0,2107.0,8.0,0.0,19.1,31.6,6.4,2.8,22.4,8.9,0.8,0.0,0.0,100.0,68.8,91.7,40.8,8.0
2025-01-02 04:00:00,2436.0,0.0,5053.0,7796.0,1673.0,743.0,6098.0,2361.0,208.0,0.0,0.0,26368.0,63.0,17626.0,15953.0,10212.0,2436.0,9.2,0.0,19.2,29.6,6.3,2.8,23.1,9.0,0.8,0.0,0.0,100.0,66.8,89.9,38.7,9.2
2025-01-02 04:30:00,2590.0,0.0,5053.0,8157.0,1631.0,743.0,6108.0,2187.0,197.0,0.0,0.0,26666.0,64.0,17771.0,16140.0,10531.0,2590.0,9.7,0.0,18.9,30.6,6.1,2.8,22.9,8.2,0.7,0.0,0.0,100.0,66.6,89.2,39.5,9.7
2025-01-02 05:00:00,2908.0,0.0,5053.0,8322.0,1612.0,743.0,6082.0,1791.0,309.0,0.0,0.0,26820.0,67.0,17521.0,15909.0,10677.0,2908.0,10.8,0.0,18.8,31.0,6.0,2.8,22.7,6.7,1.2,0.0,0.0,100.0,65.3,87.0,39.8,10.8
2025-01-02 05:30:00,3183.0,0.0,5051.0,8713.0,1668.0,744.0,6054.0,1838.0,210.0,0.0,0.0,27461.0,69.0,18014.0,16346.0,11125.0,3183.0,11.6,0.0,18.4,31.7,6.1,2.7,22.0,6.7,0.8,0.0,0.0,100.0,65.6,86.6,40.5,11.6
2025-01-02 06:00:00,4514.0,0.0,5048.0,8475.0,1737.0,847.0,5240.0,1791.0,376.0,0.0,0.0,28028.0,84.0,17898.0,16175.0,11059.0,4514.0,16.1,0.0,18.0,30.2,6.2,3.0,18.7,6.4,1.3,0.0,0.0,100.0,63.9,81.1,39.5,16.1
2025-01-02 06:30:00,6612.0,0.0,5053.0,7981.0,1752.0,953.0,5182.0,1803.0,388.0,0.0,92.0,29816.0,107.0,17634.0,15905.0,10778.0,6612.0,22.2,0.0,16.9,26.8,5.9,3.2,17.4,6.0,1.3,0.0,0.3,100.0,59.1,74.1,36.1,22.2
2025-01-02 07:00:00,8966.0,0.0,5054.0,8362.0,1746.0,980.0,4098.0,1800.0,720.0,0.0,306.0,32032.0,130.0,18248.0,16561.0,11394.0,8966.0,28.0,0.0,15.8,26.1,5.4,3.1,12.8,5.6,2.2,0.0,1.0,100.0,57.0,67.5,35.6,28.0
2025-01-02 07:30:00,10271.0,0.0,5057.0,8899.0,1759.0,978.0,4088.0,1806.0,738.0,0.0,314.0,33910.0,138.0,18813.0,17093.0,11950.0,10271.0,30.3,0.0,14.9,26.2,5.2,2.9,12.1,5.3,2.2,0.0,0.9,100.0,55.5,64.9,35.2,30.3
2025-01-02 08:00:00,10839.0,0.0,5051.0,9506.0,1770.0,959.0,5072.0,1811.0,495.0,1.0,428.0,35932.0,136.0,19526.0,17760.0,12664.0,10839.0,30.2,0.0,14.1,26.5,4.9,2.7,14.1,5.0,1.4,0.0,1.2,100.0,54.3,64.9,35.2,30.2
2025-01-02 08:30:00,11883.0,0.0,5055.0,9139.0,1748.0,966.0,5190.0,1811.0,574.0,274.0,518.0,37158.0,143.0,19511.0,17499.0,12645.0,11883.0,32.0,0.0,13.6,24.6,4.7,2.6,14.0,4.9,1.5,0.7,1.4,100.0,52.5,62.5,34.0,32.0
2025-01-02 09:00:00,12245.0,0.0,5067.0,9175.0,1708.0,978.0,6226.0,1769.0,464.0,1272.0,304.0,39208.0,141.0,20273.0,17298.0,13437.0,12245.0,31.2,0.0,12.9,23.4,4.4,2.5,15.9,4.5,1.2,3.2,0.8,100.0,51.7,61.7,34.3,31.2
2025-01-02 09:30:00,12046.0,0.0,5065.0,9917.0,1667.0,972.0,6258.0,1766.0,335.0,2449.0,0.0,40475.0,134.0,21836.0,17732.0,15005.0,12046.0,29.8,0.0,12.5,24.5,4.1,2.4,15.5,4.4,0.8,6.1,0.0,100.0,53.9,63.0,37.1,29.8
2025-01-02 10:00:00,12362.0,0.0,5057.0,9771.0,1607.0,957.0,5758.0,1766.0,245.0,3524.0,76.0,41123.0,133.0,22758.0,17638.0,15935.0,12362.0,30.1,0.0,12.3,23.8,3.9,2.3,14.0,4.3,0.6,8.6,0.2,100.0,55.3,62.4,38.7,30.1
2025-01-02 10:30:00,12354.0,0.0,5057.0,9592.0,1514.0,956.0,5734.0,1718.0,229.0,4456.0,0.0,41610.0,131.0,23293.0,17338.0,16518.0,12354.0,29.7,0.0,12.2,23.1,3.6,2.3,13.8,4.1,0.6,10.7,0.0,100.0,56.0,62.0,39.7,29.7
2025-01-02 11:00:00,12391.0,0.0,5059.0,9745.0,1425.0,956.0,5188.0,1715.0,245.0,5093.0,116.0,41933.0,129.0,24109.0,17607.0,17335.0,12391.0,29.5,0.0,12.1,23.2,3.4,2.3,12.4,4.1,0.6,12.1,0.3,100.0,57.5,62.1,41.3,29.5
2025-01-02 11:30:00,12011.0,0.0,5048.0,9745.0,1378.0,955.0,5184.0,1730.0,226.0,5466.0,234.0,41977.0,125.0,24556.0,17731.0,17778.0,12011.0,28.6,0.0,12.0,23.2,3.3,2.3,12.3,4.1,0.5,13.0,0.6,100.0,58.5,62.7,42.4,28.6
2025-01-02 12:00:00,11323.0,0.0,5047.0,10433.0,1381.0,954.0,5888.0,1811.0,254.0,5590.0,0.0,42681.0,119.0,25216.0,18263.0,18358.0,11323.0,26.5,0.0,11.8,24.4,3.2,2.2,13.8,4.2,0.6,13.1,0.0,100.0,59.1,64.5,43.0,26.5
2025-01-02 12:30:00,11554.0,0.0,5051.0,10281.0,1425.0,953.0,5890.0,1812.0,225.0,5465.0,62.0,42718.0,121.0,25049.0,18177.0,18186.0,11554.0,27.0,0.0,11.8,24.1,3.3,2.2,13.8,4.2,0.5,12.8,0.1,100.0,58.6,63.7,42.6,27.0
2025-01-02 13:00:00,12257.0,0.0,5047.0,9657.0,1459.0,944.0,5484.0,1799.0,245.0,5066.0,8.0,41966.0,130.0,23980.0,17471.0,17134.0,12257.0,29.2,0.0,12.0,23.0,3.5,2.2,13.1,4.3,0.6,12.1,0.0,100.0,57.1,61.7,40.8,29.2
2025-01-02 13:30:00,12392.0,0.0,5048.0,9864.0,1438.0,1020.0,5444.0,1801.0,206.0,4365.0,0.0,41578.0,132.0,23536.0,17746.0,16687.0,12392.0,29.8,0.0,12.1,23.7,3.5,2.5,13.1,4.3,0.5,10.5,0.0,100.0,56.6,61.8,40.1,29.8
2025-01-02 14:00:00,12918.0,0.0,5048.0,9912.0,1402.0,1105.0,4636.0,1808.0,299.0,3455.0,214.0,40797.0,138.0,22944.0,18105.0,16088.0,12918.0,31.7,0.0,12.4,24.3,3.4,2.7,11.4,4.4,0.7,8.5,0.5,100.0,56.2,61.1,39.4,31.7
2025-01-02 14:30:00,13707.0,0.0,5049.0,10161.0,1396.0,1106.0,4616.0,1810.0,240.0,2301.0,564.0,40950.0,144.0,22387.0,18696.0,15528.0,13707.0,33.5,0.0,12.3,24.8,3.4,2.7,11.3,4.4,0.6,5.6,1.4,100.0,54.7,60.7,37.9,33.5
2025-01-02 15:00:00,13907.0,0.0,5047.0,10266.0,1409.0,1117.0,5114.0,1813.0,495.0,984.0,1030.0,41182.0,149.0,21666.0,19288.0,14806.0,13907.0,33.8,0.0,12.3,24.9,3.4,2.7,12.4,4.4,1.2,2.4,2.5,100.0,52.6,60.2,36.0,33.8
2025-01-02 15:30:00,14507.0,0.0,5045.0,10575.0,1428.0,1118.0,5148.0,1813.0,459.0,147.0,1306.0,41546.0,153.0,21432.0,19888.0,14574.0,14507.0,34.9,0.0,12.1,25.5,3.4,2.7,12.4,4.4,1.1,0.4,3.1,100.0,51.6,60.4,35.1,34.9
2025-01-02 16:00:00,14718.0,0.0,5050.0,10648.0,1492.0,1154.0,5972.0,1809.0,516.0,0.0,1326.0,42685.0,153.0,21479.0,19987.0,14620.0,14718.0,34.5,0.0,11.8,24.9,3.5,2.7,14.0,4.2,1.2,0.0,3.1,100.0,50.3,59.9,34.3,34.5
2025-01-02 16:30:00,15259.0,0.0,5047.0,10222.0,1624.0,1154.0,6008.0,1819.0,1090.0,0.0,1498.0,43721.0,158.0,21364.0,19779.0,14498.0,15259.0,34.9,0.0,11.5,23.4,3.7,2.6,13.7,4.2,2.5,0.0,3.4,100.0,48.9,58.0,33.2,34.9
2025-01-02 17:00:00,15461.0,0.0,5046.0,10435.0,1728.0,1153.0,6300.0,1813.0,1181.0,0.0,1372.0,44489.0,158.0,21547.0,19848.0,14688.0,15461.0,34.8,0.0,11.3,23.5,3.9,2.6,14.2,4.1,2.7,0.0,3.1,100.0,48.4,57.5,33.0,34.8
2025-01-02 17:30:00,15123.0,0.0,5054.0,11520.0,1719.0,1119.0,6312.0,1811.0,1033.0,0.0,1330.0,45021.0,152.0,22553.0,20850.0,15688.0,15123.0,33.6,0.0,11.2,25.6,3.8,2.5,14.0,4.0,2.3,0.0,3.0,100.0,50.1,59.4,34.8,33.6
2025-01-02 18:00:00,15218.0,0.0,5051.0,12249.0,1666.0,993.0,6302.0,1817.0,650.0,0.0,1222.0,45168.0,150.0,22998.0,21332.0,16130.0,15218.0,33.7,0.0,11.2,27.1,3.7,2.2,14.0,4.0,1.4,0.0,2.7,100.0,50.9,60.6,35.7,33.7
2025-01-02 18:30:00,15109.0,0.0,5060.0,12297.0,1650.0,990.0,6302.0,1809.0,528.0,0.0,954.0,44699.0,150.0,22760.0,21110.0,15891.0,15109.0,33.8,0.0,11.3,27.5,3.7,2.2,14.1,4.0,1.2,0.0,2.1,100.0,50.9,60.5,35.6,33.8
