timestamp,signal_name,severity,reason,supporting_metric,confidence,impact_area,owner,resolution_target,operational_consequence
2025-01-08 11:00:00,Demand Spike,High,Demand exceeded spike threshold,43008.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 11:30:00,Demand Spike,High,Demand exceeded spike threshold,43062.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 12:00:00,Demand Spike,High,Demand exceeded spike threshold,43279.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 12:30:00,Demand Spike,High,Demand exceeded spike threshold,43194.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 13:00:00,Demand Spike,High,Demand exceeded spike threshold,43129.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 13:30:00,Demand Spike,High,Demand exceeded spike threshold,42623.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 14:00:00,Demand Spike,High,Demand exceeded spike threshold,42830.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 14:30:00,Demand Spike,High,Demand exceeded spike threshold,42579.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 15:00:00,Demand Spike,High,Demand exceeded spike threshold,42193.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 15:30:00,Demand Spike,High,Demand exceeded spike threshold,43216.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 16:00:00,Demand Spike,High,Demand exceeded spike threshold,44449.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 16:30:00,Demand Spike,High,Demand exceeded spike threshold,45405.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 17:00:00,Demand Spike,High,Demand exceeded spike threshold,45769.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 17:30:00,Demand Spike,High,Demand exceeded spike threshold,45823.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 18:00:00,Demand Spike,High,Demand exceeded spike threshold,45472.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 18:30:00,Demand Spike,High,Demand exceeded spike threshold,44645.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 19:00:00,Demand Spike,High,Demand exceeded spike threshold,43732.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 19:30:00,Demand Spike,High,Demand exceeded spike threshold,42368.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 20:00:00,Demand Spike,High,Demand exceeded spike threshold,41561.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 20:30:00,Demand Spike,High,Demand exceeded spike threshold,40250.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-08 21:00:00,Demand Spike,High,Demand exceeded spike threshold,38840.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 07:30:00,Demand Spike,High,Demand exceeded spike threshold,40025.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 08:00:00,Demand Spike,High,Demand exceeded spike threshold,40990.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 08:30:00,Demand Spike,High,Demand exceeded spike threshold,41530.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 09:00:00,Demand Spike,High,Demand exceeded spike threshold,41705.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 09:30:00,Demand Spike,High,Demand exceeded spike threshold,41817.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 10:00:00,Demand Spike,High,Demand exceeded spike threshold,41574.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 10:30:00,Demand Spike,High,Demand exceeded spike threshold,40640.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 11:00:00,Demand Spike,High,Demand exceeded spike threshold,39676.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 11:30:00,Demand Spike,High,Demand exceeded spike threshold,38826.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 12:00:00,Demand Spike,High,Demand exceeded spike threshold,38682.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 12:30:00,Demand Spike,High,Demand exceeded spike threshold,38856.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 13:00:00,Demand Spike,High,Demand exceeded spike threshold,39088.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 13:30:00,Demand Spike,High,Demand exceeded spike threshold,39392.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 14:00:00,Demand Spike,High,Demand exceeded spike threshold,39739.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 14:30:00,Demand Spike,High,Demand exceeded spike threshold,40486.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 15:00:00,Demand Spike,High,Demand exceeded spike threshold,41590.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 15:30:00,Demand Spike,High,Demand exceeded spike threshold,42818.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 16:00:00,Demand Spike,High,Demand exceeded spike threshold,44157.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 16:30:00,Demand Spike,High,Demand exceeded spike threshold,45436.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 17:00:00,Demand Spike,High,Demand exceeded spike threshold,45924.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 17:30:00,Demand Spike,High,Demand exceeded spike threshold,45881.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 18:00:00,Demand Spike,High,Demand exceeded spike threshold,45444.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 18:30:00,Demand Spike,High,Demand exceeded spike threshold,45367.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 19:00:00,Demand Spike,High,Demand exceeded spike threshold,44973.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 19:30:00,Demand Spike,High,Demand exceeded spike threshold,44208.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 20:00:00,Demand Spike,High,Demand exceeded spike threshold,42930.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 20:30:00,Demand Spike,High,Demand exceeded spike threshold,41162.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-09 21:00:00,Demand Spike,High,Demand exceeded spike threshold,39605.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 07:00:00,Demand Spike,High,Demand exceeded spike threshold,38608.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 07:30:00,Demand Spike,High,Demand exceeded spike threshold,40448.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 08:00:00,Demand Spike,High,Demand exceeded spike threshold,41844.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 08:30:00,Demand Spike,High,Demand exceeded spike threshold,42701.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 09:00:00,Demand Spike,High,Demand exceeded spike threshold,43990.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 09:30:00,Demand Spike,High,Demand exceeded spike threshold,44442.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 10:00:00,Demand Spike,High,Demand exceeded spike threshold,43967.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 10:30:00,Demand Spike,High,Demand exceeded spike threshold,43667.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 11:00:00,Demand Spike,High,Demand exceeded spike threshold,43045.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 11:30:00,Demand Spike,High,Demand exceeded spike threshold,42480.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 12:00:00,Demand Spike,High,Demand exceeded spike threshold,41903.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 12:30:00,Demand Spike,High,Demand exceeded spike threshold,41716.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 13:00:00,Demand Spike,High,Demand exceeded spike threshold,41651.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 13:30:00,Demand Spike,High,Demand exceeded spike threshold,41479.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 14:00:00,Demand Spike,High,Demand exceeded spike threshold,41670.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 14:30:00,Demand Spike,High,Demand exceeded spike threshold,41746.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 15:00:00,Demand Spike,High,Demand exceeded spike threshold,42102.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 15:30:00,Demand Spike,High,Demand exceeded spike threshold,43066.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 16:00:00,Demand Spike,High,Demand exceeded spike threshold,43923.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 16:30:00,Demand Spike,High,Demand exceeded spike threshold,44617.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 17:00:00,Demand Spike,High,Demand exceeded spike threshold,44831.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 17:30:00,Demand Spike,High,Demand exceeded spike threshold,45054.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 18:00:00,Demand Spike,High,Demand exceeded spike threshold,45163.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 18:30:00,Demand Spike,High,Demand exceeded spike threshold,44521.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 19:00:00,Demand Spike,High,Demand exceeded spike threshold,43083.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 19:30:00,Demand Spike,High,Demand exceeded spike threshold,42036.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 20:00:00,Demand Spike,High,Demand exceeded spike threshold,41011.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 20:30:00,Demand Spike,High,Demand exceeded spike threshold,40014.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-10 21:00:00,Demand Spike,High,Demand exceeded spike threshold,38476.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 15:00:00,Demand Spike,High,Demand exceeded spike threshold,38729.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 15:30:00,Demand Spike,High,Demand exceeded spike threshold,39656.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 16:00:00,Demand Spike,High,Demand exceeded spike threshold,40387.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 16:30:00,Demand Spike,High,Demand exceeded spike threshold,41471.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 17:00:00,Demand Spike,High,Demand exceeded spike threshold,42654.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 17:30:00,Demand Spike,High,Demand exceeded spike threshold,42824.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 18:00:00,Demand Spike,High,Demand exceeded spike threshold,42552.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 18:30:00,Demand Spike,High,Demand exceeded spike threshold,42225.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 19:00:00,Demand Spike,High,Demand exceeded spike threshold,41334.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 19:30:00,Demand Spike,High,Demand exceeded spike threshold,40532.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-11 20:00:00,Demand Spike,High,Demand exceeded spike threshold,39254.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-12 14:30:00,Demand Spike,High,Demand exceeded spike threshold,38186.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-12 15:00:00,Demand Spike,High,Demand exceeded spike threshold,38442.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-12 15:30:00,Demand Spike,High,Demand exceeded spike threshold,39649.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-12 16:00:00,Demand Spike,High,Demand exceeded spike threshold,40810.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-12 16:30:00,Demand Spike,High,Demand exceeded spike threshold,41916.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-12 17:00:00,Demand Spike,High,Demand exceeded spike threshold,42716.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-12 17:30:00,Demand Spike,High,Demand exceeded spike threshold,42670.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-12 18:00:00,Demand Spike,High,Demand exceeded spike threshold,41802.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
2025-01-12 18:30:00,Demand Spike,High,Demand exceeded spike threshold,41310.0,High,Grid Demand,Regional Controller,2 Hours,Potential grid stress due to elevated demand
